mirna_accession,mirna_name,chr,start,end,strand
MIMAT0019895,hsa-miR-4755-5p,20,32636934,32636955,+
MIMAT0019896,hsa-miR-4755-3p,20,32636968,32636989,+
MIMAT0003314,hsa-miR-644a,20,33054190,33054208,+
MIMAT0002870,hsa-miR-499a-5p,20,33578211,33578231,+
MIMAT0004772,hsa-miR-499a-3p,20,33578248,33578269,+
MIMAT0019897,hsa-miR-499b-5p,20,33578246,33578266,-
MIMAT0019898,hsa-miR-499b-3p,20,33578209,33578230,-
MIMAT0005879,hsa-miR-1289,20,34041812,34041834,-
MIMAT0005919,hsa-miR-548o-3p,20,37145250,37145271,+
MIMAT0022738,hsa-miR-548o-5p,20,37145212,37145233,+
MIMAT0027642,hsa-miR-6871-5p,20,39797668,39797689,+
MIMAT0027643,hsa-miR-6871-3p,20,39797697,39797718,+
MIMAT0018065,hsa-miR-3646,20,43036817,43036838,+
MIMAT0027524,hsa-miR-6812-5p,20,44054155,44054179,+
MIMAT0027525,hsa-miR-6812-3p,20,44054193,44054213,+
MIMAT0017997,hsa-miR-3617-5p,20,44333789,44333810,-
MIMAT0022966,hsa-miR-3617-3p,20,44333748,44333770,-
MIMAT0017995,hsa-miR-3616-5p,20,45795627,45795648,+
MIMAT0017996,hsa-miR-3616-3p,20,45795668,45795690,+
MIMAT0049016,hsa-miR-12122,20,48480406,48480430,+
MIMAT0003315,hsa-miR-645,20,49202383,49202401,+
MIMAT0005890,hsa-miR-1302,20,49231226,49231246,-
MIMAT0015078,hsa-miR-3194-5p,20,50069485,50069505,-
MIMAT0019218,hsa-miR-3194-3p,20,50069449,50069470,-
MIMAT0019899,hsa-miR-4756-5p,20,52684991,52685013,-
MIMAT0019900,hsa-miR-4756-3p,20,52684957,52684978,-
MIMAT0016887,hsa-miR-4325,20,55896620,55896637,-
MIMAT0000690,hsa-miR-296-5p,20,57392716,57392736,-
MIMAT0004679,hsa-miR-296-3p,20,57392681,57392702,-
MIMAT0004901,hsa-miR-298,20,57393335,57393358,-
MIMAT0003316,hsa-miR-646,20,58883592,58883610,+
MIMAT0019072,hsa-miR-4533,20,59053177,59053198,+
MIMAT0018969,hsa-miR-548ag,20,59139623,59139643,+
MIMAT0005908,hsa-miR-1257,20,60528677,60528697,-
MIMAT0015079,hsa-miR-3195,20,60639868,60639884,+
MIMAT0019903,hsa-miR-4758-5p,20,60907590,60907612,-
MIMAT0019904,hsa-miR-4758-3p,20,60907546,60907568,-
MIMAT0000416,hsa-miR-1-3p,20,61151558,61151579,+
MIMAT0031892,hsa-miR-1-5p,20,61151519,61151540,+
MIMAT0000427,hsa-miR-133a-3p,20,61162177,61162198,+
MIMAT0026478,hsa-miR-133a-5p,20,61162140,61162161,+
MIMAT0004591,hsa-miR-124-5p,20,61809866,61809887,+
MIMAT0000422,hsa-miR-124-3p,20,61809904,61809925,+
MIMAT0015080,hsa-miR-3196,20,61870140,61870157,+
MIMAT0027619,hsa-miR-6859-3p,1,187891,187913,-
MIMAT0004984,hsa-miR-941,20,62550848,62550870,+
MIMAT0004984,hsa-miR-941,20,62550904,62550926,+
MIMAT0004984,hsa-miR-941,20,62550960,62550982,+
MIMAT0004984,hsa-miR-941,20,62551155,62551177,+
MIMAT0004984,hsa-miR-941,20,62551267,62551289,+
MIMAT0007889,hsa-miR-1914-5p,20,62572864,62572885,-
MIMAT0007890,hsa-miR-1914-3p,20,62572827,62572848,-
MIMAT0003317,hsa-miR-647,20,62574044,62574064,-
MIMAT0027526,hsa-miR-6813-5p,20,62708336,62708358,-
MIMAT0027527,hsa-miR-6813-3p,20,62708308,62708328,-
MIMAT0030996,hsa-miR-8069,21,15096563,15096585,+
MIMAT0025856,hsa-miR-6724-5p,Un_gl000220,104742,104764,+
MIMAT0041633,hsa-miR-10401-5p,Un_gl000220,105999,106018,+
MIMAT0041634,hsa-miR-10401-3p,Un_gl000220,106034,106054,+
MIMAT0018068,hsa-miR-3648,Un_gl000220,107936,107956,+
MIMAT0025856,hsa-miR-6724-5p,Un_gl000220,148714,148736,+
MIMAT0041633,hsa-miR-10401-5p,Un_gl000220,149971,149990,+
MIMAT0041634,hsa-miR-10401-3p,Un_gl000220,150006,150026,+
MIMAT0025856,hsa-miR-6724-5p,Un_gl000220,104742,104764,+
MIMAT0041633,hsa-miR-10401-5p,Un_gl000220,105999,106018,+
MIMAT0041634,hsa-miR-10401-3p,Un_gl000220,106034,106054,+
MIMAT0025856,hsa-miR-6724-5p,Un_gl000220,148714,148736,+
MIMAT0041633,hsa-miR-10401-5p,Un_gl000220,149971,149990,+
MIMAT0041634,hsa-miR-10401-3p,Un_gl000220,150006,150026,+
MIMAT0041635,hsa-miR-10396b-5p,Un_gl000220,152498,152517,+
MIMAT0041636,hsa-miR-10396b-3p,Un_gl000220,152527,152548,+
MIMAT0018068,hsa-miR-3648,21,9825859,9825879,+
MIMAT0041623,hsa-miR-10396a-5p,21,9826450,9826468,+
MIMAT0041624,hsa-miR-10396a-3p,21,9826478,9826498,+
MIMAT0015030,hsa-miR-3156-5p,21,14778752,14778773,-
MIMAT0014980,hsa-miR-3118,21,15017105,15017127,-
MIMAT0030996,hsa-miR-8069,21,15096563,15096585,+
MIMAT0000097,hsa-miR-99a-5p,21,17911421,17911442,+
MIMAT0004511,hsa-miR-99a-3p,21,17911458,17911479,+
MIMAT0000064,hsa-let-7c-5p,21,17912158,17912179,+
MIMAT0026472,hsa-let-7c-3p,21,17912203,17912224,+
MIMAT0000423,hsa-miR-125b-5p,21,17962573,17962594,+
MIMAT0004603,hsa-miR-125b-2-3p,21,17962610,17962631,+
MIMAT0015081,hsa-miR-548x-3p,21,20058418,20058437,-
MIMAT0022733,hsa-miR-548x-5p,21,20058453,20058475,-
MIMAT0024614,hsa-miR-6130,21,24451676,24451694,+
MIMAT0000646,hsa-miR-155-5p,21,26946295,26946318,+
MIMAT0004658,hsa-miR-155-3p,21,26946334,26946355,+
MIMAT0019905,hsa-miR-4759,21,28326284,28326304,+
MIMAT0016889,hsa-miR-4327,21,31747668,31747686,-
MIMAT0025458,hsa-miR-6501-5p,21,34922970,34922991,+
MIMAT0025459,hsa-miR-6501-3p,21,34923011,34923033,+
MIMAT0004185,hsa-miR-802,21,37093030,37093052,+
MIMAT0025472,hsa-miR-6508-5p,21,40818940,40818960,+
MIMAT0025473,hsa-miR-6508-3p,21,40818972,40818993,+
MIMAT0019906,hsa-miR-4760-5p,21,41584328,41584349,-
MIMAT0019907,hsa-miR-4760-3p,21,41584286,41584307,-
MIMAT0015082,hsa-miR-3197,21,42539491,42539513,+
MIMAT0027528,hsa-miR-6814-5p,21,43166975,43166996,-
MIMAT0027529,hsa-miR-6814-3p,21,43166932,43166953,-
MIMAT0022497,hsa-miR-5692b,21,44371096,44371115,-
MIMAT0023695,hsa-miR-6070,21,45029834,45029852,-
MIMAT0027530,hsa-miR-6815-5p,21,46898185,46898207,+
MIMAT0027531,hsa-miR-6815-3p,21,46898220,46898240,+
MIMAT0015083,hsa-miR-3198,22,18246956,18246977,-
MIMAT0003318,hsa-miR-648,22,18463694,18463712,-
MIMAT0019908,hsa-miR-4761-5p,22,19951278,19951298,+
MIMAT0019909,hsa-miR-4761-3p,22,19951337,19951357,+
MIMAT0000455,hsa-miR-185-5p,22,20020676,20020697,+
MIMAT0004611,hsa-miR-185-3p,22,20020711,20020732,+
MIMAT0017998,hsa-miR-3618,22,20073320,20073341,+
MIMAT0005950,hsa-miR-1306-3p,22,20073635,20073652,+
MIMAT0022726,hsa-miR-1306-5p,22,20073595,20073616,+
MIMAT0027532,hsa-miR-6816-5p,22,20102249,20102269,-
MIMAT0027533,hsa-miR-6816-3p,22,20102216,20102233,-
MIMAT0005877,hsa-miR-1286,22,20236668,20236688,-
MIMAT0003319,hsa-miR-649,22,21388480,21388501,-
MIMAT0004958,hsa-miR-301b-3p,22,22007314,22007336,+
MIMAT0032026,hsa-miR-301b-5p,22,22007279,22007300,+
MIMAT0004680,hsa-miR-130b-5p,22,22007605,22007625,+
MIMAT0000691,hsa-miR-130b-3p,22,22007643,22007664,+
MIMAT0003320,hsa-miR-650,22,23165285,23165305,+
MIMAT0022257,hsa-miR-5571-5p,22,23228471,23228491,+
MIMAT0022258,hsa-miR-5571-3p,22,23228511,23228529,+
MIMAT0027534,hsa-miR-6817-5p,22,25851618,25851641,+
MIMAT0027535,hsa-miR-6817-3p,22,25851659,25851677,+
MIMAT0005875,hsa-miR-548j-5p,22,26951240,26951261,-
MIMAT0026737,hsa-miR-548j-3p,22,26951205,26951225,-
MIMAT0015084,hsa-miR-3199,22,28316569,28316591,-
MIMAT0015084,hsa-miR-3199,22,28316523,28316545,+
MIMAT0023116,hsa-miR-5739,22,28855913,28855932,+
MIMAT0027536,hsa-miR-6818-5p,22,30403043,30403064,+
MIMAT0027537,hsa-miR-6818-3p,22,30403081,30403102,+
MIMAT0017392,hsa-miR-3200-5p,22,31127556,31127577,+
MIMAT0015085,hsa-miR-3200-3p,22,31127597,31127618,+
MIMAT0018205,hsa-miR-3928-3p,22,31556048,31556069,-
MIMAT0027037,hsa-miR-3928-5p,22,31556081,31556103,-
MIMAT0028115,hsa-miR-7109-5p,22,32017492,32017512,-
MIMAT0028116,hsa-miR-7109-3p,22,32017459,32017480,-
MIMAT0019914,hsa-miR-4764-5p,22,33832626,33832646,-
MIMAT0019915,hsa-miR-4764-3p,22,33832574,33832595,-
MIMAT0018183,hsa-miR-3909,22,35731703,35731724,+
MIMAT0023694,hsa-miR-6069,22,35732761,35732781,-
MIMAT0027538,hsa-miR-6819-5p,22,36682927,36682948,-
MIMAT0027539,hsa-miR-6819-3p,22,36682893,36682913,-
MIMAT0003336,hsa-miR-658,22,38240294,38240318,-
MIMAT0003337,hsa-miR-659-3p,22,38243700,38243721,-
MIMAT0022710,hsa-miR-659-5p,22,38243739,38243760,-
MIMAT0027540,hsa-miR-6820-5p,22,38363575,38363593,+
MIMAT0027541,hsa-miR-6820-3p,22,38363610,38363631,+
MIMAT0019073,hsa-miR-4534,22,38384836,38384852,+
MIMAT0019917,hsa-miR-4766-5p,22,41209931,41209951,-
MIMAT0019918,hsa-miR-4766-3p,22,41209897,41209917,-
MIMAT0005939,hsa-miR-1281,22,41488549,41488565,+
MIMAT0027678,hsa-miR-6889-5p,22,41649027,41649049,-
MIMAT0027679,hsa-miR-6889-3p,22,41648996,41649015,-
MIMAT0000091,hsa-miR-33a-5p,22,42296953,42296973,+
MIMAT0004506,hsa-miR-33a-3p,22,42296993,42297014,+
MIMAT0019074,hsa-miR-378i,22,42319275,42319295,-
MIMAT0005901,hsa-miR-1249-3p,22,45596839,45596860,-
MIMAT0032029,hsa-miR-1249-5p,22,45596874,45596897,-
MIMAT0019910,hsa-miR-4762-5p,22,46156412,46156432,+
MIMAT0019911,hsa-miR-4762-3p,22,46156452,46156473,+
MIMAT0017999,hsa-miR-3619-5p,22,46486939,46486960,+
MIMAT0019219,hsa-miR-3619-3p,22,46486970,46486991,+
MIMAT0000062,hsa-let-7a-5p,22,46508632,46508653,+
MIMAT0004481,hsa-let-7a-3p,22,46508680,46508700,+
MIMAT0019912,hsa-miR-4763-5p,22,46509464,46509484,+
MIMAT0019913,hsa-miR-4763-3p,22,46509504,46509527,+
MIMAT0000063,hsa-let-7b-5p,22,46509571,46509592,+
MIMAT0004482,hsa-let-7b-3p,22,46509625,46509646,+
MIMAT0015086,hsa-miR-3201,22,48670176,48670192,+
MIMAT0019075,hsa-miR-4535,22,49176143,49176159,+
MIMAT0018089,hsa-miR-3667-5p,22,49937085,49937106,-
MIMAT0018090,hsa-miR-3667-3p,22,49937049,49937070,-
MIMAT0027542,hsa-miR-6821-5p,22,50356514,50356536,+
MIMAT0027543,hsa-miR-6821-3p,22,50356567,50356587,+
MIMAT0049008,hsa-miR-12114,22,50845885,50845903,+
MIMAT0019961,hsa-miR-4790-5p,3,5291912,5291931,-
MIMAT0019962,hsa-miR-4790-3p,3,5291865,5291886,-
MIMAT0049021,hsa-miR-12127,3,10322099,10322123,+
MIMAT0014999,hsa-miR-378b,3,10371946,10371964,+
MIMAT0004947,hsa-miR-885-5p,3,10436215,10436236,-
MIMAT0004948,hsa-miR-885-3p,3,10436183,10436204,-
MIMAT0016900,hsa-miR-4270,3,15537786,15537805,-
MIMAT0015000,hsa-miR-3134,3,15738812,15738834,-
MIMAT0003227,hsa-miR-563,3,15915329,15915347,+
MIMAT0018165,hsa-miR-3714,3,16974688,16974709,+
MIMAT0019963,hsa-miR-4791,3,19356399,19356416,-
MIMAT0015001,hsa-miR-3135a,3,20179066,20179087,+
MIMAT0018960,hsa-miR-4442,3,25706366,25706382,-
MIMAT0015002,hsa-miR-466,3,31203206,31203228,-
MIMAT0025452,hsa-miR-548ay-5p,3,32547834,32547854,-
MIMAT0025453,hsa-miR-548ay-3p,3,32547797,32547818,-
MIMAT0000424,hsa-miR-128-3p,3,35786019,35786039,+
MIMAT0031095,hsa-miR-128-2-5p,3,35785982,35786004,+
MIMAT0000082,hsa-miR-26a-5p,3,38010904,38010925,+
MIMAT0004499,hsa-miR-26a-1-3p,3,38010943,38010964,+
MIMAT0027544,hsa-miR-6822-5p,3,39179702,39179721,+
MIMAT0027545,hsa-miR-6822-3p,3,39179733,39179756,+
MIMAT0000430,hsa-miR-138-5p,3,44155726,44155748,+
MIMAT0004607,hsa-miR-138-1-3p,3,44155766,44155787,+
MIMAT0003228,hsa-miR-564,3,44903395,44903413,+
MIMAT0005576,hsa-miR-1226-5p,3,47891045,47891070,+
MIMAT0005577,hsa-miR-1226-3p,3,47891098,47891119,+
MIMAT0018961,hsa-miR-4443,3,48238062,48238078,+
MIMAT0011158,hsa-miR-2115-5p,3,48357908,48357929,-
MIMAT0011159,hsa-miR-2115-3p,3,48357871,48357892,-
MIMAT0027546,hsa-miR-6823-5p,3,48587429,48587449,-
MIMAT0027547,hsa-miR-6823-3p,3,48587394,48587414,-
MIMAT0012734,hsa-miR-711,3,48616347,48616368,-
MIMAT0027548,hsa-miR-6824-5p,3,48671105,48671126,-
MIMAT0027549,hsa-miR-6824-3p,3,48671069,48671089,-
MIMAT0019965,hsa-miR-4793-5p,3,48681672,48681695,-
MIMAT0019966,hsa-miR-4793-3p,3,48681634,48681656,-
MIMAT0003393,hsa-miR-425-5p,3,49057632,49057654,-
MIMAT0001343,hsa-miR-425-3p,3,49057592,49057613,-
MIMAT0000440,hsa-miR-191-5p,3,49058105,49058127,-
MIMAT0001618,hsa-miR-191-3p,3,49058064,49058085,-
MIMAT0027680,hsa-miR-6890-5p,3,49137322,49137342,-
MIMAT0027681,hsa-miR-6890-3p,3,49137287,49137306,-
MIMAT0016901,hsa-miR-4271,3,49311591,49311609,+
MIMAT0021124,hsa-miR-5193,3,49843598,49843619,-
MIMAT0023252,hsa-miR-5787,3,50264870,50264889,+
MIMAT0027644,hsa-miR-6872-5p,3,50310672,50310691,+
MIMAT0027645,hsa-miR-6872-3p,3,50310706,50310726,+
MIMAT0019956,hsa-miR-4787-5p,3,50712524,50712545,+
MIMAT0019957,hsa-miR-4787-3p,3,50712561,50712584,+
MIMAT0000414,hsa-let-7g-5p,3,52302352,52302373,-
MIMAT0004584,hsa-let-7g-3p,3,52302296,52302316,-
MIMAT0000428,hsa-miR-135a-5p,3,52328286,52328308,-
MIMAT0004595,hsa-miR-135a-3p,3,52328248,52328269,-
MIMAT0030991,hsa-miR-8064,3,52880539,52880558,-
MIMAT0018353,hsa-miR-3938,3,55886543,55886564,-
MIMAT0035703,hsa-miR-548bb-5p,3,60603570,60603591,-
MIMAT0035704,hsa-miR-548bb-3p,3,60603548,60603569,-
MIMAT0016902,hsa-miR-4272,3,67275924,67275941,+
MIMAT0015003,hsa-miR-3136-5p,3,69098155,69098177,-
MIMAT0019203,hsa-miR-3136-3p,3,69098117,69098138,-
MIMAT0005941,hsa-miR-1284,3,71591190,71591211,-
MIMAT0018962,hsa-miR-4444,3,75263669,75263686,+
MIMAT0005956,hsa-miR-1324,3,75679974,75679997,+
MIMAT0016903,hsa-miR-4273,3,75787441,75787458,+
MIMAT0018198,hsa-miR-3923,3,79557087,79557108,+
MIMAT0022479,hsa-miR-5688,3,85434911,85434932,+
MIMAT0019968,hsa-miR-4795-5p,3,87275390,87275410,-
MIMAT0019969,hsa-miR-4795-3p,3,87275349,87275370,-
MIMAT0030987,hsa-miR-8060,3,96078850,96078873,+
MIMAT0018196,hsa-miR-3921,3,99683169,99683191,-
MIMAT0018928,hsa-miR-548ab,3,103242929,103242950,-
MIMAT0018963,hsa-miR-4445-5p,3,109321682,109321703,+
MIMAT0018964,hsa-miR-4445-3p,3,109321718,109321738,+
MIMAT0003231,hsa-miR-567,3,111831663,111831685,+
MIMAT0039320,hsa-miR-9900,3,112455987,112456007,+
MIMAT0031003,hsa-miR-8076,3,113150975,113150998,-
MIMAT0019233,hsa-miR-4446-5p,3,113313730,113313751,+
MIMAT0018965,hsa-miR-4446-3p,3,113313765,113313786,+
MIMAT0003232,hsa-miR-568,3,114035382,114035401,-
MIMAT0019970,hsa-miR-4796-5p,3,114462343,114462364,-
MIMAT0019971,hsa-miR-4796-3p,3,114462299,114462320,-
MIMAT0018966,hsa-miR-4447,3,116569136,116569152,-
MIMAT0048637,hsa-miR-6529-5p,3,119803461,119803482,-
MIMAT0048638,hsa-miR-6529-3p,3,119803422,119803443,-
MIMAT0000228,hsa-miR-198,3,120114550,120114571,-
MIMAT0022470,hsa-miR-5682,3,120768531,120768552,+
MIMAT0028117,hsa-miR-7110-5p,3,122880646,122880666,+
MIMAT0028118,hsa-miR-7110-3p,3,122880705,122880726,+
MIMAT0021023,hsa-miR-5002-5p,3,123851796,123851819,+
MIMAT0021024,hsa-miR-5002-3p,3,123851835,123851855,+
MIMAT0023708,hsa-miR-6083,3,124093255,124093274,+
MIMAT0015004,hsa-miR-544b,3,124451333,124451354,+
MIMAT0021084,hsa-miR-5092,3,124870319,124870340,-
MIMAT0005935,hsa-miR-548i,3,125509336,125509357,-
MIMAT0027550,hsa-miR-6825-5p,3,127294148,127294169,-
MIMAT0027551,hsa-miR-6825-3p,3,127294110,127294131,-
MIMAT0031179,hsa-miR-7976,3,127306001,127306019,-
MIMAT0049018,hsa-miR-12124,3,128565715,128565734,+
MIMAT0027552,hsa-miR-6826-5p,3,128990994,128991016,+
MIMAT0027553,hsa-miR-6826-3p,3,128991065,128991086,+
MIMAT0022498,hsa-miR-5704,3,131704745,131704766,-
MIMAT0027554,hsa-miR-6827-5p,3,134086678,134086699,-
MIMAT0027555,hsa-miR-6827-3p,3,134086646,134086666,-
MIMAT0019958,hsa-miR-4788,3,134156678,134156699,+
MIMAT0021116,hsa-miR-5186,3,151283692,151283712,-
MIMAT0018193,hsa-miR-3919,3,159000489,159000509,+
MIMAT0000417,hsa-miR-15b-5p,3,160122395,160122416,+
MIMAT0004586,hsa-miR-15b-3p,3,160122433,160122454,+
MIMAT0000069,hsa-miR-16-5p,3,160122542,160122563,+
MIMAT0004518,hsa-miR-16-2-3p,3,160122585,160122606,+
MIMAT0005915,hsa-miR-1263,3,163889311,163889332,-
MIMAT0004794,hsa-miR-551b-5p,3,168269663,168269684,+
MIMAT0003233,hsa-miR-551b-3p,3,168269702,168269722,+
MIMAT0027556,hsa-miR-6828-5p,3,170140896,170140917,+
MIMAT0027557,hsa-miR-6828-3p,3,170140931,170140950,+
MIMAT0003234,hsa-miR-569,3,170824468,170824488,-
MIMAT0019959,hsa-miR-4789-5p,3,175087341,175087362,+
MIMAT0019960,hsa-miR-4789-3p,3,175087379,175087399,+
MIMAT0031180,hsa-miR-7977,3,176232891,176232908,+
MIMAT0018967,hsa-miR-4448,3,183604648,183604667,+
MIMAT0005458,hsa-miR-1224-5p,3,183959193,183959211,+
MIMAT0005459,hsa-miR-1224-3p,3,183959257,183959277,+
MIMAT0022295,hsa-miR-5588-5p,3,184971040,184971060,-
MIMAT0022296,hsa-miR-5588-3p,3,184970998,184971016,-
MIMAT0022263,hsa-miR-548aq-5p,3,185485671,185485692,-
MIMAT0022264,hsa-miR-548aq-3p,3,185485635,185485656,-
MIMAT0005900,hsa-miR-1248,3,186504464,186504490,+
MIMAT0000085,hsa-miR-28-5p,3,188406582,188406603,+
MIMAT0004502,hsa-miR-28-3p,3,188406622,188406643,+
MIMAT0004987,hsa-miR-944,3,189547764,189547785,+
MIMAT0015005,hsa-miR-3137,3,194855280,194855303,-
MIMAT0003235,hsa-miR-570-3p,3,195426331,195426352,+
MIMAT0022707,hsa-miR-570-5p,3,195426296,195426317,+
MIMAT0027558,hsa-miR-6829-5p,3,195609242,195609261,-
MIMAT0027559,hsa-miR-6829-3p,3,195609200,195609219,-
MIMAT0019972,hsa-miR-4797-5p,3,197020790,197020810,-
MIMAT0019973,hsa-miR-4797-3p,3,197020759,197020779,-
MIMAT0004972,hsa-miR-922,3,197401369,197401391,-
MIMAT0003236,hsa-miR-571,4,344006,344026,+
MIMAT0004986,hsa-miR-943,4,1988130,1988150,-
MIMAT0019978,hsa-miR-4800-5p,4,2251854,2251874,-
MIMAT0019979,hsa-miR-4800-3p,4,2251818,2251836,-
MIMAT0018926,hsa-miR-378d,4,5925006,5925025,-
MIMAT0019974,hsa-miR-4798-5p,4,7312186,7312207,+
MIMAT0019975,hsa-miR-4798-3p,4,7312223,7312244,+
MIMAT0016906,hsa-miR-4274,4,7461818,7461835,+
MIMAT0000094,hsa-miR-95-3p,4,8007039,8007060,-
MIMAT0026473,hsa-miR-95-5p,4,8007074,8007094,-
MIMAT0005935,hsa-miR-548i,4,9557878,9557899,-
MIMAT0015006,hsa-miR-3138,4,10080246,10080269,-
MIMAT0003237,hsa-miR-572,4,11370511,11370530,+
MIMAT0049007,hsa-miR-12113,4,11784809,11784830,+
MIMAT0021083,hsa-miR-5091,4,13629499,13629521,+
MIMAT0000275,hsa-miR-218-5p,4,20529922,20529942,+
MIMAT0004565,hsa-miR-218-1-3p,4,20529965,20529986,+
MIMAT0031181,hsa-miR-7978,4,21466361,21466381,-
MIMAT0049009,hsa-miR-12115,4,22516939,22516962,+
MIMAT0003238,hsa-miR-573,4,24521875,24521898,-
MIMAT0016905,hsa-miR-4275,4,28821214,28821230,+
MIMAT0005945,hsa-miR-1255b-5p,4,36428027,36428048,-
MIMAT0019980,hsa-miR-4801,4,37243533,37243554,-
MIMAT0004795,hsa-miR-574-5p,4,38869677,38869699,+
MIMAT0003239,hsa-miR-574-3p,4,38869713,38869734,+
MIMAT0022301,hsa-miR-5591-5p,4,39413530,39413550,+
MIMAT0022302,hsa-miR-5591-3p,4,39413574,39413594,+
MIMAT0019981,hsa-miR-4802-5p,4,40504103,40504124,-
MIMAT0019982,hsa-miR-4802-3p,4,40504068,40504090,-
MIMAT0030980,hsa-miR-8053,4,47654696,47654719,+
MIMAT0018968,hsa-miR-4449,4,53578887,53578908,+
MIMAT0018969,hsa-miR-548ag,4,61788341,61788361,+
MIMAT0005923,hsa-miR-1269a,4,67142608,67142629,+
MIMAT0018971,hsa-miR-4450,4,77494725,77494746,+
MIMAT0018972,hsa-miR-548ah-5p,4,77496714,77496733,+
MIMAT0020957,hsa-miR-548ah-3p,4,77496750,77496771,+
MIMAT0003240,hsa-miR-575,4,83674505,83674523,-
MIMAT0018973,hsa-miR-4451,4,86643668,86643684,+
MIMAT0018974,hsa-miR-4452,4,87463638,87463660,-
MIMAT0022499,hsa-miR-5705,4,88221657,88221679,-
MIMAT0018112,hsa-miR-3684,4,99918585,99918605,+
MIMAT0030993,hsa-miR-8066,4,102161962,102161982,-
MIMAT0005906,hsa-miR-1255a,4,102251522,102251544,-
MIMAT0003241,hsa-miR-576-5p,4,110409869,110409890,+
MIMAT0004796,hsa-miR-576-3p,4,110409908,110409929,+
MIMAT0004450,hsa-miR-297,4,111781780,111781800,-
MIMAT0004686,hsa-miR-367-5p,4,113569071,113569092,-
MIMAT0000719,hsa-miR-367-3p,4,113569033,113569054,-
MIMAT0004685,hsa-miR-302d-5p,4,113569201,113569222,-
MIMAT0000718,hsa-miR-302d-3p,4,113569162,113569184,-
MIMAT0000683,hsa-miR-302a-5p,4,113569380,113569402,-
MIMAT0000684,hsa-miR-302a-3p,4,113569342,113569364,-
MIMAT0000716,hsa-miR-302c-5p,4,113569558,113569579,-
MIMAT0000717,hsa-miR-302c-3p,4,113569522,113569544,-
MIMAT0000714,hsa-miR-302b-5p,4,113569682,113569703,-
MIMAT0000715,hsa-miR-302b-3p,4,113569645,113569667,-
MIMAT0005894,hsa-miR-1243,4,114028023,114028044,+
MIMAT0031009,hsa-miR-8082,4,114073448,114073469,+
MIMAT0003242,hsa-miR-577,4,115577930,115577950,+
MIMAT0009979,hsa-miR-2054,4,126428414,126428436,+
MIMAT0015007,hsa-miR-3139,4,144264622,144264644,+
MIMAT0030424,hsa-miR-7849-3p,4,147329798,147329819,+
MIMAT0005912,hsa-miR-548g-3p,4,148265795,148265816,-
MIMAT0022722,hsa-miR-548g-5p,4,148265833,148265855,-
MIMAT0019976,hsa-miR-4799-5p,4,148703755,148703776,+
MIMAT0019977,hsa-miR-4799-3p,4,148703790,148703811,+
MIMAT0015008,hsa-miR-3140-3p,4,153410488,153410509,-
MIMAT0019204,hsa-miR-3140-5p,4,153410537,153410557,-
MIMAT0018975,hsa-miR-4453,4,153457584,153457603,+
MIMAT0018116,hsa-miR-3688-3p,4,160049966,160049987,-
MIMAT0019223,hsa-miR-3688-5p,4,160050012,160050032,-
MIMAT0019223,hsa-miR-3688-5p,4,160049968,160049988,+
MIMAT0018116,hsa-miR-3688-3p,4,160050013,160050034,+
MIMAT0018976,hsa-miR-4454,4,164014759,164014778,-
MIMAT0003243,hsa-miR-578,4,166307454,166307474,+
MIMAT0023707,hsa-miR-6082,4,172107340,172107358,+
MIMAT0015009,hsa-miR-548t-5p,4,174189320,174189340,+
MIMAT0022730,hsa-miR-548t-3p,4,174189356,174189380,+
MIMAT0016904,hsa-miR-4276,4,175344956,175344972,+
MIMAT0005893,hsa-miR-1305,4,183090496,183090517,+
MIMAT0018361,hsa-miR-3945,4,185772220,185772242,-
MIMAT0018977,hsa-miR-4455,4,185859575,185859591,-
MIMAT0019692,hsa-miR-4635,5,1063019,1063039,-
MIMAT0018979,hsa-miR-4457,5,1309429,1309450,-
MIMAT0023700,hsa-miR-6075,5,1510882,1510902,-
MIMAT0016908,hsa-miR-4277,5,1708953,1708973,-
MIMAT0016910,hsa-miR-4278,5,6827976,6827993,-
MIMAT0018980,hsa-miR-4458,5,8461046,8461064,+
MIMAT0019693,hsa-miR-4636,5,9053977,9053998,-
MIMAT0041625,hsa-miR-10397-5p,5,10402476,10402497,+
MIMAT0041626,hsa-miR-10397-3p,5,10402520,10402543,+
MIMAT0024615,hsa-miR-6131,5,10478219,10478237,+
MIMAT0019694,hsa-miR-4637,5,14826041,14826062,-
MIMAT0004951,hsa-miR-887-3p,5,15935338,15935359,+
MIMAT0026720,hsa-miR-887-5p,5,15935300,15935320,+
MIMAT0041991,hsa-miR-10522-5p,5,17156081,17156101,-
MIMAT0016909,hsa-miR-4279,5,31936218,31936233,-
MIMAT0003244,hsa-miR-579-3p,5,32394498,32394520,-
MIMAT0026616,hsa-miR-579-5p,5,32394536,32394557,-
MIMAT0003245,hsa-miR-580-3p,5,36148009,36148030,-
MIMAT0026617,hsa-miR-580-5p,5,36148048,36148069,-
MIMAT0018070,hsa-miR-3650,5,38557642,38557660,-
MIMAT0003246,hsa-miR-581,5,53247394,53247414,-
MIMAT0001541,hsa-miR-449a,5,54466414,54466435,-
MIMAT0003327,hsa-miR-449b-5p,5,54466534,54466555,-
MIMAT0009203,hsa-miR-449b-3p,5,54466495,54466516,-
MIMAT0010251,hsa-miR-449c-5p,5,54468141,54468165,-
